chr strand tss gene
chr10 - 101370274 SLC25A28
chr14 - 100757447 SLC25A29
chr12 + 98987402 SLC25A3
chr13 - 45967453 SLC25A30
chr4 + 128651532 SLC25A31
chr8 - 104410865 SLC25A32
chr1 + 9599527 SLC25A33
chr1 + 16062808 SLC25A34
chr17 - 8193378 SLC25A35
chr3 + 140660661 SLC25A36
chr8 + 23386307 SLC25A37
chr3 + 39424814 SLC25A38
chr17 - 42396992 SLC25A39
chr4 + 186064416 SLC25A4
chr7 - 87463813 SLC25A40
chr19 - 6426047 SLC25A41
chr19 + 19174769 SLC25A42
chrX + 118533257 SLC25A43
chr1 + 156163722 SLC25A44
chr11 - 65142662 SLC25A45
chr5 + 110074672 SLC25A46
chrX + 118602362 SLC25A5
chrX - 1505044 SLC25A6
chr4 - 972860 SLC26A1
chr12 + 58013692 SLC26A10
chr17 + 78194199 SLC26A11
chr5 + 149340299 SLC26A2
chr7 - 107405911 SLC26A3
chr7 + 107301079 SLC26A4
chr7 - 102993176 SLC26A5
chr3 - 48663155 SLC26A6
chr8 + 92261515 SLC26A7
chr6 - 35911290 SLC26A8
chr1 - 205882176 SLC26A9
chr19 + 17581252 SLC27A1
chr15 + 50474392 SLC27A2
chr1 + 153746829 SLC27A3
chr9 + 131102838 SLC27A4
chr19 - 59009699 SLC27A5
chr5 + 128300819 SLC27A6
chr15 + 85427891 SLC28A1
chr15 + 45544427 SLC28A2
chr9 - 86890764 SLC28A3
chr6 + 44187241 SLC29A1
chr11 - 66129991 SLC29A2
chr10 + 73079009 SLC29A3
chr7 + 5322560 SLC29A4
chr1 - 43391045 SLC2A1
chr20 + 45338278 SLC2A10
chr22 + 24198889 SLC2A11
chr6 - 134308718 SLC2A12
chr12 - 40148822 SLC2A13
chr12 - 7965107 SLC2A14
chr3 - 170714136 SLC2A2
chr12 - 8071823 SLC2A3
chr17 + 7185053 SLC2A4
chr20 + 62371210 SLC2A4RG
chr1 - 9097004 SLC2A5
chr9 - 136336215 SLC2A6
chr1 - 9063358 SLC2A7
chr9 + 130159416 SLC2A8
chr4 - 9827847 SLC2A9
chr1 - 211748380 SLC30A1
chr1 - 220087605 SLC30A10
chr1 - 26364512 SLC30A2
chr2 - 27477439 SLC30A3
chr15 - 45771810 SLC30A4
chr5 + 68389775 SLC30A5
chr2 + 32390909 SLC30A6
chr1 + 101361631 SLC30A7
chr8 + 117962511 SLC30A8
chr4 + 41992522 SLC30A9
chr9 + 115983807 SLC31A1
chr9 + 115913237 SLC31A2
chr20 + 37353104 SLC32A1
chr3 - 155544300 SLC33A1
chr5 + 176811431 SLC34A1
chr4 + 25657434 SLC34A2
chr9 + 140125208 SLC34A3
chr6 + 88182642 SLC35A1
chrX - 48760456 SLC35A2
chr1 + 100435991 SLC35A3
chr5 + 139944149 SLC35A4
chr3 + 112280166 SLC35A5
chr17 - 47778295 SLC35B1
chr6 - 44221837 SLC35B2
chr6 - 8413299 SLC35B3
chr7 - 133974089 SLC35B4
chr11 + 45826640 SLC35C1
chr20 - 44978166 SLC35C2
chr1 - 67465014 SLC35D1
chr9 - 99082987 SLC35D2
chr6 + 137243378 SLC35D3
chr19 - 16660647 SLC35E1
chr1 - 1656276 SLC35E2
chr12 + 69139935 SLC35E3
chr22 + 31031801 SLC35E4
chr6 + 118228688 SLC35F1
chr11 - 107661716 SLC35F2
chr1 + 234040457 SLC35F3
chr14 - 58030639 SLC35F4
chr2 - 114464297 SLC35F5
chr5 + 150827156 SLC36A1
chr5 - 150694538 SLC36A2
chr5 - 150655925 SLC36A3
chr11 - 92877336 SLC36A4
chr21 + 43933962 SLC37A1
chr11 + 124933012 SLC37A2
chr7 - 140033551 SLC37A3
chr11 - 118895060 SLC37A4
chr12 - 46576839 SLC38A1
chr17 - 79224670 SLC38A10
chr2 - 165754708 SLC38A11
chr12 - 46751970 SLC38A2
chr3 + 50242678 SLC38A3
chr12 - 47158543 SLC38A4
chrX - 48316919 SLC38A5
chr14 + 61447831 SLC38A6
chr16 - 58699012 SLC38A7
chr16 - 84043271 SLC38A8
chr5 - 54921672 SLC38A9
chr1 - 153931574 SLC39A1
chr2 + 196521531 SLC39A10
chr17 - 70642084 SLC39A11
chr10 + 18240767 SLC39A12
chr11 + 47430045 SLC39A13
chr8 + 22224761 SLC39A14
chr14 + 21467413 SLC39A2
chr19 - 2732522 SLC39A3
chr8 - 145637797 SLC39A4
chr12 + 56623819 SLC39A5
chr18 - 33688493 SLC39A6
chr6_dbb_hap3 + 4449909 SLC39A7
chr4 - 103172197 SLC39A8
chr14 + 69865384 SLC39A9
chr2 + 44502596 SLC3A1
chr11 + 62649170 SLC3A2
chr2 - 190425315 SLC40A1
chr1 - 205758220 SLC41A1
chr12 - 105197274 SLC41A2
chr3 - 125725199 SLC41A3
chr11 - 57252003 SLC43A1
chr17 - 1472547 SLC43A2
chr11 - 57174426 SLC43A3
chr9 + 108006893 SLC44A1
chr19 + 10736170 SLC44A2
chr1 + 95285897 SLC44A3
chr6_qbl_hap6 - 3124759 SLC44A4
chr1 - 75671816 SLC44A5
chr1 + 8378144 SLC45A1
chr5 - 33951510 SLC45A2
chr1 - 205626980 SLC45A3
chr8 - 142222026 SLC45A4
chr17 - 26721660 SLC46A1
chr9 - 115641199 SLC46A2
chr13 - 29274217 SLC46A3
chr17 + 19437166 SLC47A1
chr17 - 19581627 SLC47A2
chr12 + 48166966 SLC48A1
chr17 - 42325757 SLC4A1
chr2 + 162480844 SLC4A10
chr20 - 3208062 SLC4A11
chr2 + 27886337 SLC4A1AP
chr7 + 150759633 SLC4A2
chr2 + 220492291 SLC4A3
chr4 + 72204769 SLC4A4
chr2 - 74443368 SLC4A5
chr3 - 27414211 SLC4A7
chr12 + 51785100 SLC4A8
chr5 + 139739786 SLC4A9
chr22 + 32439018 SLC5A1
chr17 + 18853988 SLC5A10
chr16 + 24857183 SLC5A11
chr11 - 26688565 SLC5A12
chr16 + 31494438 SLC5A2
chr21 + 35445822 SLC5A3
chr22 - 32614462 SLC5A4
chr19 + 17982781 SLC5A5
chr2 - 27422454 SLC5A6
chr2 + 108602969 SLC5A7
chr12 - 101549993 SLC5A8
chr1 + 48688356 SLC5A9
chr3 + 11034419 SLC6A1
chr16 - 32888796 SLC6A10P
chr3 + 10857884 SLC6A11
chr12 - 299242 SLC6A12
chr12 - 329786 SLC6A13
chrX + 115567746 SLC6A14
chr12 - 85274628 SLC6A15
chr19 - 49792891 SLC6A16
chr1 + 110693135 SLC6A17
chr5 + 1225469 SLC6A18
chr5 + 1201709 SLC6A19
chr16 + 55689541 SLC6A2
chr3 - 45796940 SLC6A20
chr5 - 1392904 SLC6A3
chr17 - 28521336 SLC6A4
chr11 + 20620945 SLC6A5
chr3 + 14444075 SLC6A6
chr5 + 149569423 SLC6A7
chrX + 152953751 SLC6A8
chr1 - 44462154 SLC6A9
chr13 - 30083550 SLC7A1
chr19 - 33699569 SLC7A10
chr4 - 139085247 SLC7A11
chr8 - 87226287 SLC7A13
chr3 - 170177341 SLC7A14
chr8 + 17354596 SLC7A2
chrX - 70145429 SLC7A3
chr22 - 21383006 SLC7A4
chr16 - 87863621 SLC7A5
chr16 - 21529229 SLC7A5P2
chr16 + 68298418 SLC7A6
chr16 - 68334517 SLC7A6OS
chr14 - 23242431 SLC7A7
chr14 - 23594503 SLC7A8
chr19 - 33321418 SLC7A9
chr2 - 40339285 SLC8A1
chr19 - 47931278 SLC8A2
chr14 - 70510933 SLC8A3
chr1 - 27425299 SLC9A1
chr2 + 103235992 SLC9A2
chr5 - 472100 SLC9A3
chr17 + 72744750 SLC9A3R1
chr16 + 2076868 SLC9A3R2
chr2 + 103089761 SLC9A4
chr16 + 67282774 SLC9A5
chrX + 135067585 SLC9A6
chrX - 46458685 SLC9A7
chr20 + 48429249 SLC9A8
chr3 - 142984063 SLC9A9
chr12 - 21417533 SLCO1A2
chr12 + 21284127 SLCO1B1
chr12 + 20963637 SLCO1B3
chr12 + 20848288 SLCO1C1
chr3 - 133651539 SLCO2A1
chr11 + 74862031 SLCO2B1
chr15 + 92396937 SLCO3A1
chr20 + 61273796 SLCO4A1
chr5 - 101569691 SLCO4C1
chr8 - 70584567 SLCO5A1
chr5 - 101707485 SLCO6A1
chr4 - 185719450 SLED1
chr17 - 33677328 SLFN11
chr17 - 33737940 SLFN12
chr17 - 33801941 SLFN12L
chr17 - 33762114 SLFN13
chr17 - 33875143 SLFN14
chr17 + 33570085 SLFN5
chr1 - 41481268 SLFNL1
chr10 - 98757794 SLIT1
chr4 + 20253527 SLIT2
chr5 - 168088737 SLIT3
chr13 - 84451339 SLITRK1
chrX + 144902865 SLITRK2
chr3 - 164904507 SLITRK3
chrX - 142710594 SLITRK4
chr13 + 88324869 SLITRK5
chr13 - 86366921 SLITRK6
chr10 + 105726942 SLK
chr3 + 57875640 SLMAP
chr11 - 107578100 SLN
chr20 - 43880879 SLPI
chr15 - 59171243 SLTM
chr5 - 159828647 SLU7
chr8 - 143822361 SLURP1
chr4 + 146402950 SMAD1
chr18 - 45359465 SMAD2
chr15 + 67358194 SMAD3
chr18 + 48556582 SMAD4
chr5 + 135468533 SMAD5
chr15 + 66994673 SMAD6
chr18 - 46446222 SMAD7
chr13 - 37418967 SMAD9
chr12 - 51639132 SMAGP
chr6 + 71377473 SMAP1
chr1 + 40839377 SMAP2
chrX - 128580477 SMARCA1
chr9 + 2015218 SMARCA2
chr19 + 11071597 SMARCA4
chr4 + 144434615 SMARCA5
chr4 + 95129234 SMARCAD1
chr2 + 217277472 SMARCAL1
chr22 + 24129117 SMARCB1
chr3 - 47627377 SMARCC1
chr12 - 56556142 SMARCC2
chr12 + 50478982 SMARCD1
chr17 - 61909440 SMARCD2
chr7 - 150936058 SMARCD3
chr17 - 38783975 SMARCE1
chrX - 53401069 SMC1A
chr22 - 45739944 SMC1B
chr9 + 106856540 SMC2
chr10 + 112327448 SMC3
chr3 + 160117091 SMC4
chr9 + 72873877 SMC5
chr2 - 17845078 SMC6
chr18 + 2655885 SMCHD1
chr1 + 152850797 SMCP
chr17 - 17679999 SMCR5
chr17 + 18218593 SMCR8
chr16 - 18816174 SMG1
chr1 - 156219014 SMG5
chr17 - 1963132 SMG6
chr1 + 183441505 SMG7
chr5 + 69345349 SMN1
chr5 + 70220767 SMN2
chr10 - 112052797 SMNDC1
chr7 + 128828712 SMO
chr14 + 70346113 SMOC1
chr6 + 168841830 SMOC2
chr20 + 4129425 SMOX
chr11 + 6411643 SMPD1
chr6 + 109761930 SMPD2
chr16 - 68392229 SMPD3
chr2 - 130908964 SMPD4
chr6 + 123110193 SMPDL3A
chr1 + 28261465 SMPDL3B
chrX - 21724089 SMPX
chr4 + 71226492 SMR3A
chr4 + 71248794 SMR3B
chrX + 21958690 SMS
chr22 + 31480981 SMTN
chr11 + 57310113 SMTNL1
chr17 + 4487833 SMTNL2
chr9 - 33041849 SMU1
chr12 - 54574141 SMUG1
chr7 - 98625057 SMURF1
chr17 - 62540734 SMURF2
chr2 + 88367298 SMYD1
chr1 + 214454564 SMYD2
chr1 - 245912641 SMYD3
chr17 - 1682828 SMYD4
chr2 + 73441365 SMYD5
chr20 + 48599512 SNAI1
chr8 - 49830238 SNAI2
chr16 - 88744089 SNAI3
chr15 + 42787503 SNAP23
chr20 + 10199445 SNAP25
chr22 + 21213291 SNAP29
chr1 + 227916218 SNAP47
chr6 - 84262604 SNAP91
chr14 + 62229074 SNAPC1
chr19 + 7985193 SNAPC2
chr9 + 15422781 SNAPC3
chr9 - 139270020 SNAPC4
chr15 - 66785805 SNAPC5
chr1 + 153631129 SNAPIN
chr19 + 48421685 SNAR-A2
chr19 + 48427035 SNAR-A3
chr19 - 50637001 SNAR-B2
chr19 + 48432074 SNAR-C2
chr19 + 48453552 SNAR-C3
chr19 + 48442797 SNAR-C4
chr19 - 50643458 SNAR-D
chr19 - 47333841 SNAR-E
chr19 + 51108219 SNAR-F
chr19 + 49540276 SNAR-G1
chr19 - 49534925 SNAR-G2
chr2 - 78182032 SNAR-H
chr3 + 190595718 SNAR-I
chr4 - 90645249 SNCA
chr5 + 121726783 SNCAIP
chr5 - 176047084 SNCB
chr10 + 88718287 SNCG
chr7 + 127292042 SND1
chr2 + 241938254 SNED1
chr17 - 47007458 SNF8
chr11 - 62619459 SNHG1
chr14 - 95999248 SNHG10
chr20 + 37075296 SNHG11
chr1 - 28905049 SNHG12
chr1 + 28832454 SNHG3
chr5 + 138609440 SNHG4
chr6 - 86386724 SNHG5
chr8 - 67834164 SNHG6
chr9 - 139619045 SNHG7
chr4 + 119199916 SNHG8
chr16 + 2014996 SNHG9
chr1 - 38000049 SNIP1
chr16 + 11762288 SNN
chr11 - 93465169 SNORA1
chr16 - 2012334 SNORA10
chrX + 54840802 SNORA11
chr14 + 91592769 SNORA11B
chrX + 47248048 SNORA11C
chrX - 51806442 SNORA11D
chrX - 51806442 SNORA11E
chr10 - 101996912 SNORA12
chr5 + 111497181 SNORA13
chr7 + 75573100 SNORA14A
chr1 - 235291117 SNORA14B
chr7 + 56128162 SNORA15
chr1 - 28907431 SNORA16A
chr1 + 212526159 SNORA16B
chr11 - 93466631 SNORA18
chr10 - 120819524 SNORA19
chr6 - 160201281 SNORA20
chr17 - 37009115 SNORA21
chr7 + 65220512 SNORA22
chr11 + 9450312 SNORA23
chr4 + 119200344 SNORA24
chr11 - 93463680 SNORA25
chr4 + 53579415 SNORA26
chr13 + 27829537 SNORA27
chr14 + 103804185 SNORA28
chr6 - 160206625 SNORA29
chr12 - 49050430 SNORA2A
chr12 - 49061239 SNORA2B
chr16 + 30721857 SNORA30
chr13 - 45911614 SNORA31
chr11 - 93464144 SNORA32
chrX + 153996802 SNORA36A
chr1 - 220373887 SNORA36B
chr2 - 69747176 SNORA36C
chr18 - 51748653 SNORA37
chr6_qbl_hap6 + 2884493 SNORA38
chr17 + 65736785 SNORA38B
chr3 + 186505401 SNORA4
chr11 - 93468275 SNORA40
chr2 + 207026951 SNORA41
chr1 - 28906892 SNORA44
chr16 - 58582402 SNORA46
chr5 - 76376258 SNORA47
chr17 + 7478030 SNORA48
chr12 + 132515768 SNORA49
chr20 + 2635712 SNORA51
chr11 + 811680 SNORA52
chr12 + 98993412 SNORA53
chr11 - 2985000 SNORA54
chr1 - 40033045 SNORA55
chrX + 154003272 SNORA56
chr11 + 62432893 SNORA57
chr3 - 131197841 SNORA58
chr1 + 12567299 SNORA59B
chr7 - 45143947 SNORA5A
chr7 - 45145566 SNORA5B
chr7 - 45144504 SNORA5C
chr3 + 39449881 SNORA6
chr1 - 28906275 SNORA61
chr3 + 39452544 SNORA62
chr3 + 186505087 SNORA63
chr16 - 2012973 SNORA64
chr9 - 130210780 SNORA65
chr1 + 93306275 SNORA66
chr17 + 7481272 SNORA67
chr19 + 17973396 SNORA68
chrX - 118921315 SNORA69
chrX + 153628621 SNORA70
chr2 - 61644378 SNORA70B
chr20 - 37055948 SNORA71A
chr20 - 37053842 SNORA71B
chr20 - 37058309 SNORA71C
chr20 - 37062504 SNORA71D
chr8 - 99054313 SNORA72
chr5 + 138614468 SNORA74A
chr5 + 172447728 SNORA74B
chr2 - 232320510 SNORA75
chr1 + 203698708 SNORA77
chr16 + 2015184 SNORA78
chr14 - 81669038 SNORA79
chr3 - 129116052 SNORA7B
chr11 - 93465526 SNORA8
chr3 + 186504463 SNORA81
chr9 - 95054742 SNORA84
chr7 - 45024976 SNORA9
chr17 + 7480128 SNORD10
chr1 - 31408535 SNORD103A
chr15 + 25438467 SNORD115-13
chr15 + 25451408 SNORD115-20
chr15 + 25463763 SNORD115-26
chr15 + 25427531 SNORD115-7
chr15 + 25328733 SNORD116-19
chr15 + 25332807 SNORD116-20
chr15 + 25349787 SNORD116-28
chr15 + 25304683 SNORD116-4
chr2 + 203156039 SNORD11B
chr20 + 47896849 SNORD12B
chr11 + 75111434 SNORD15A
chr11 + 75115464 SNORD15B
chr15 - 66795148 SNORD16
chr20 - 17943352 SNORD17
chr17 + 74554871 SNORD1C
chr11 - 62620381 SNORD22
chr19 + 48259109 SNORD23
chr1 + 45242163 SNORD46
chr11 - 46783938 SNORD67
chr14 - 21865451 SNORD8
chr19 - 51305581 SNORD88C
chr2 - 101889397 SNORD89
chr14 - 21860309 SNORD9
chr2 + 86362992 SNORD94
chr11 - 10823013 SNORD97
chr20 + 1246934 SNPH
chr3 + 43328003 SNRK
chr2 - 96940073 SNRNP200
chr16 + 103828 SNRNP25
chr2 + 70121074 SNRNP27
chr12 + 123944250 SNRNP35
chr1 - 31732414 SNRNP40
chr6 + 7590431 SNRNP48
chr19 + 49588396 SNRNP70
chr19 + 41256758 SNRPA
chr15 - 101821714 SNRPA1
chr20 - 2442280 SNRPB
chr20 + 16710608 SNRPB2
chr6 + 34724870 SNRPC
chr18 + 19192229 SNRPD1
chr19 - 46190711 SNRPD2
chr22 + 24951617 SNRPD3
chr1 + 203830712 SNRPE
chr12 + 96252708 SNRPF
chr2 - 70508493 SNRPG
chr15 + 25068783 SNRPN
chr20 - 31995762 SNTA1
chr8 - 121547984 SNTB1
chr16 + 69221049 SNTB2
chr8 + 50824232 SNTG1
chr2 + 946553 SNTG2
chr3 + 63638343 SNTN
chr15 - 75890423 SNUPN
chr15 + 25200039 SNURF
chr14 - 78183943 SNW1
chr15 + 64388082 SNX1
chr7 + 26332664 SNX10
chr17 + 46184946 SNX11
chrX - 70279096 SNX12
chr7 - 17830384 SNX13
chr6 - 86215214 SNX14
chr11 + 64794879 SNX15
chr8 - 82711817 SNX16
chr2 + 27593362 SNX17
chr5 + 53813592 SNX18
chr11 - 130745765 SNX19
chr5 + 122110690 SNX2
chr16 - 50700210 SNX20
chr20 + 44462469 SNX21
chr15 + 64443915 SNX22
chr5 + 122181159 SNX24
chr4 + 186125390 SNX25
chr1 + 151584661 SNX27
chr16 + 12070590 SNX29
chr6 - 108532420 SNX3
chr9 + 115513133 SNX30
chr8 - 101585111 SNX31
chr11 + 65601409 SNX32
chr15 + 75941347 SNX33
chr3 - 125165487 SNX4
chr20 - 17922239 SNX5
chr14 - 35030298 SNX6
chr1 + 99127235 SNX7
chr7 - 2291404 SNX8
chr6 + 158244202 SNX9
chr1 + 179262848 SOAT1
chr12 + 53497273 SOAT2
chr6 + 107811316 SOBP
chr16 - 11348273 SOCS1
chr12 + 93963597 SOCS2
chr17 - 76352857 SOCS3
chr14 + 55493843 SOCS4
chr2 + 46926098 SOCS5
chr18 + 67956136 SOCS6
chr17 + 36508006 SOCS7
chr21 + 33031934 SOD1
chr6 - 160100095 SOD2
chr4 + 24797084 SOD3
chr9 - 138585254 SOHLH1
chr13 - 36742344 SOHLH2
chr21 + 34915343 SON
chr10 - 97071529 SORBS1
chr4 - 186506597 SORBS2
chr8 + 22409250 SORBS3
chr10 - 108333420 SORCS1
chr4 + 7194373 SORCS2
chr10 + 106400858 SORCS3
chr15 + 45315301 SORD
chr11 + 121322911 SORL1
chr1 - 109852187 SORT1
chr2 - 39208689 SOS1
chr14 - 50583838 SOS2
chr17 - 41831098 SOST
chr7 - 16501105 SOSTDC1
chr13 + 112721912 SOX1
chr22 - 38368318 SOX10
chr2 + 5832798 SOX11
chr20 + 306214 SOX12
chr1 + 204042245 SOX13
chr3 + 137483133 SOX14
chr17 - 7491497 SOX15
chr8 + 55370494 SOX17
chr20 - 62679078 SOX18
chr3 + 181429711 SOX2
chr13 - 95361878 SOX21
chrX - 139585151 SOX3
chr5 - 157052686 SOX30
chr6 + 21593971 SOX4
chr12 - 23682437 SOX5
chr11 - 15987994 SOX6
chr8 - 10581277 SOX7
chr16 + 1031807 SOX8
chr17 + 70117160 SOX9
chr12 + 53773978 SP1
chr2 + 231280870 SP100
chr2 - 231033644 SP110
chr2 + 231090444 SP140
chr2 + 231191893 SP140L
chr17 + 45973515 SP2
chr2 - 174771186 SP3
chr7 + 21467651 SP4
chr2 + 171571856 SP5
chr17 - 45922279 SP6
chr12 - 53720359 SP7
chr7 - 20821893 SP8
chr2 + 175199820 SP9
chr11 + 124543739 SPA17
chr6 + 88757506 SPACA1
chr17 + 31318881 SPACA3
chr19 + 49109999 SPACA4
chrX + 47863733 SPACA5
chr8 + 101170562 SPAG1
chr8 + 7705401 SPAG11A
chr8 - 7308085 SPAG11B
chr2 + 214149102 SPAG16
chr1 - 118496217 SPAG17
chr20 + 34203805 SPAG4
chr17 - 26904582 SPAG5
chr10 + 22634373 SPAG6
chr17 - 4862520 SPAG7
chr9 - 35807781 SPAG8
chr17 - 49039534 SPAG9
chr7 + 123565285 SPAM1
chrX - 140671795 SPANXA2
chrX - 140785567 SPANXC
chrX + 144329106 SPANXN1
chrX - 142795134 SPANXN2
chrX - 142596563 SPANXN3
chrX + 142113703 SPANXN4
chrX - 52825185 SPANXN5
chr5 - 151040656 SPARC
chr4 - 88394481 SPARCL1
chr2 + 32288679 SPAST
chr1 + 84971983 SPATA1
chr3 + 57094468 SPATA12
chr13 + 24553764 SPATA13
chr3 - 172607146 SPATA16
chr1 + 217804665 SPATA17
chr4 + 52917496 SPATA18
chr11 - 133710516 SPATA19
chr20 - 48519928 SPATA2
chr17 + 48624449 SPATA20
chr1 - 16725137 SPATA21
chr17 - 3343305 SPATA22
chr5 - 138732455 SPATA24
chr16 - 89762764 SPATA2L
chr2 + 231860838 SPATA3
chr4 - 177105724 SPATA4
chr4 + 123844224 SPATA5
chr15 + 45694518 SPATA5L1
chr1 - 48761043 SPATA6
chr14 + 88851987 SPATA7
chr15 + 97326636 SPATA8
chr5 - 94987884 SPATA9
chr8 + 145086581 SPATC1
chr6 + 44310396 SPATS1
chr12 + 49760687 SPATS2
chr2 + 201173672 SPATS2L
chr19 - 11256169 SPC24
chr2 - 169727400 SPC25
chr3 + 52739856 SPCS1
chr11 + 74660291 SPCS2
chr4 + 177241089 SPCS3
chr6 - 34505578 SPDEF
chr2 + 29038862 SPDYA
chr11 + 64937706 SPDYC
chr7 + 44040488 SPDYE1
chr7 + 102191678 SPDYE2
chr7 + 99905324 SPDYE3
chr17 - 8656423 SPDYE4
chr7 + 75122946 SPDYE5
chr7 - 101986191 SPDYE6
chr7 - 72333320 SPDYE7P
chr7 - 72490259 SPDYE8P
chr20 - 3758150 SPEF1
chr5 + 35617988 SPEF2
chr2 + 220299699 SPEG
chr17 + 7323678 SPEM1
chr1 + 16174358 SPEN
chr13 + 46276438 SPERT
chr15 + 69222838 SPESP1
chr15 - 44854893 SPG11
chr13 - 36875774 SPG20
chr15 - 65255361 SPG21
chr16 + 89574795 SPG7
chr1 + 229440128 SPHAR
chr17 + 74380689 SPHK1
chr19 + 49122547 SPHK2
chr2 - 228844669 SPHKAP
chr11 - 47376408 SPI1
chr19 + 50922194 SPIB
chr12 + 101869198 SPIC
chr9 + 91003296 SPIN1
chrX - 57162082 SPIN2A
chrX - 57146114 SPIN2B
chrX - 57002802 SPIN3
chrX - 62567106 SPIN4
chr5 - 147204142 SPINK1
chr5 + 147648422 SPINK13
chr5 + 147548108 SPINK14
chr4 - 57676025 SPINK2
chr9 + 33240161 SPINK4
chr5 + 147443534 SPINK5
chr5 + 147582356 SPINK6
chr5 + 147691989 SPINK7
chr3 - 48348335 SPINK8
chr5 + 147715121 SPINK9
chr15 + 41136642 SPINT1
chr19 + 38755097 SPINT2
chr20 - 44141100 SPINT3
chr20 + 44350973 SPINT4
chr18 - 12446510 SPIRE1
chr16 + 89894906 SPIRE2
chr16 + 29674270 SPN
chr16 + 28986095 SPNS1
chr17 + 4402137 SPNS2
chr17 + 4337218 SPNS3
chr20 + 55904830 SPO11
chr1 - 32256022 SPOCD1
chr5 - 136310986 SPOCK1
chr10 - 73818791 SPOCK2
chr4 - 167654535 SPOCK3
chr11 + 13984183 SPON1
chr4 - 1160720 SPON2
chr17 - 47676245 SPOP
chr2 + 139259349 SPOPL
chr4 + 88896801 SPP1
chr2 + 234959345 SPP2
chr15 - 50999736 SPPL2A
chr19 + 2328628 SPPL2B
chr12 - 121200312 SPPL3
chr2 + 73114511 SPR
chr15 + 38545051 SPRED1
chr2 - 65537984 SPRED2
chr19 + 38880931 SPRED3
chr10 - 135234169 SPRN
chr1 + 152956563 SPRR1A
chr1 + 153003678 SPRR1B
chr1 - 153028595 SPRR2A
chr1 - 153042703 SPRR2B
chr1 - 153112593 SPRR2C
chr1 - 153012200 SPRR2D
chr1 - 153065610 SPRR2E
chr1 - 153084599 SPRR2F
chr1 - 153122057 SPRR2G
chr1 + 152974222 SPRR3
chr1 + 152943128 SPRR4
chr4 + 124317949 SPRY1
chr13 - 80910110 SPRY2
chrX + 154842225 SPRY3
chr5 - 141689991 SPRY4
chr12 - 53458099 SPRYD3
chr12 + 56862300 SPRYD4
chr1 + 9352940 SPSB1
chr12 - 6980099 SPSB2
chr16 - 1826738 SPSB3
chr3 + 140770243 SPSB4
chr1 - 158580495 SPTA1
chr9 + 131314836 SPTAN1
chr14 - 65213000 SPTB
chr2 + 54785530 SPTBN1
chr11 - 66452719 SPTBN2
chr19 + 41036394 SPTBN4
chr15 - 42140343 SPTBN5
chr9 - 94841342 SPTLC1
chr14 - 77972339 SPTLC2
chr20 + 12989626 SPTLC3
chr11 - 18627947 SPTY2D1
chr5 + 79615789 SPZ1
chr8 + 126010719 SQLE
chr15 + 45923345 SQRDL
chr5 + 179247841 SQSTM1
chr5 - 139929651 SRA1
chr2 - 45615818 SRBD1
chr20 + 35974530 SRC
chr16 + 30710461 SRCAP
chr17 - 36686258 SRCIN1
chr5 + 6633434 SRD5A1
chr2 - 31749655 SRD5A2
chr4 + 56212387 SRD5A3
chr17 - 17714662 SREBF1
chr22 + 42229082 SREBF2
chr6 + 43139032 SRF
chr5 + 121297655 SRFBP1
chr12 + 64238532 SRGAP1
chr1 + 206516199 SRGAP2
chr3 - 9022275 SRGAP3
chr10 + 70847201 SRGN
chr7 - 87834431 SRI
chr16 - 4239374 SRL
chr1 - 11114648 SRM
chr20 - 62171276 SRMS
chr15 - 40327890 SRP14
chr5 + 112196884 SRP19
chr14 + 35452103 SRP54
chr17 - 74034855 SRP68
chr4 + 57333761 SRP72
chr1 + 225965514 SRP9
chr6 - 35800810 SRPK1
chr7 - 104756820 SRPK2
chrX + 153046455 SRPK3
chr3 + 133502876 SRPRB
chrX - 38008587 SRPX
chrX + 99899162 SRPX2
chr17 + 2207236 SRR
chr22 + 26879849 SRRD
chr1 + 24969593 SRRM1
chr16 + 2802329 SRRM2
chr7 + 75831210 SRRM3
chr12 + 119419299 SRRM4
chr19 + 44116252 SRRM5
chr7 + 100472700 SRRT
chr20 - 627267 SRXN1
chrY - 2654895 SRY
chr18 - 23596216 SS18
chr20 + 60718775 SS18L1
chr3 + 42623331 SS18L2
chr2 + 170655537 SSB
chr7 + 141438120 SSBP1
chr5 - 80708625 SSBP2
chr1 - 54691103 SSBP3
chr19 + 18530145 SSBP4
chr19 + 55999869 SSC5D
chr2 + 182756442 SSFA2
chr12 - 109176465 SSH1
chr17 - 27952956 SSH2
chr11 + 67070918 SSH3
chr9 + 140083053 SSNA1
chr12 + 26348505 SSPN
chr7 + 149473130 SSPO
chr6 - 7281375 SSR1
chr1 - 155978838 SSR2
chr3 - 156257341 SSR3
chrX + 153059903 SSR4
chr11 - 57093458 SSRP1
chr11 + 65337929 SSSCA1
chr3 - 187386693 SST
chr14 + 38677203 SSTR1
chr17 + 71161159 SSTR2
chr22 - 37600276 SSTR3
chr20 + 23016056 SSTR4
chr16 + 1122755 SSTR5
chr1 - 1477052 SSU72
chrX + 48114751 SSX1
chrX - 52725945 SSX2
chr1 - 85109389 SSX2IP
chrX - 48205862 SSX3
chrX + 48242967 SSX4
chrX - 48045655 SSX5
chrX + 47967366 SSX6
chrX - 52673110 SSX7
chrX + 52651984 SSX8
chr22 - 41220538 ST13
